sku_id,date,units_sold
85123A,2010-08-23,194
85123A,2010-08-24,189
85123A,2010-08-25,266
85123A,2010-08-26,301
85123A,2010-08-27,51
85123A,2010-08-29,117
85123A,2010-08-31,79
85123A,2010-09-01,107
85123A,2010-09-02,417
85123A,2010-09-03,163
85123A,2010-09-05,101
85123A,2010-09-06,205
85123A,2010-09-07,104
85123A,2010-09-08,71
85123A,2010-09-09,124
85123A,2010-09-10,169
85123A,2010-09-12,241
85123A,2010-09-13,494
85123A,2010-09-14,247
85123A,2010-09-15,86
85123A,2010-09-16,31
85123A,2010-09-17,131
85123A,2010-09-19,59
85123A,2010-09-20,109
85123A,2010-09-21,173
85123A,2010-09-22,151
85123A,2010-09-23,300
85123A,2010-09-24,266
85123A,2010-09-26,86
85123A,2010-09-27,128
85123A,2010-09-28,297
85123A,2010-09-29,110
85123A,2010-09-30,24
85123A,2010-10-01,245
85123A,2010-10-03,96
85123A,2010-10-04,46
85123A,2010-10-05,349
85123A,2010-10-06,53
85123A,2010-10-07,81
85123A,2010-10-08,368
85123A,2010-10-10,95
85123A,2010-10-11,192
85123A,2010-10-12,131
85123A,2010-10-13,97
85123A,2010-10-14,363
85123A,2010-10-15,115
85123A,2010-10-17,101
85123A,2010-10-18,133
85123A,2010-10-19,88
85123A,2010-10-20,93
85123A,2010-10-21,230
85123A,2010-10-22,107
85123A,2010-10-24,141
85123A,2010-10-25,472
85123A,2010-10-26,75
85123A,2010-10-27,170
85123A,2010-10-28,418
85123A,2010-10-29,170
85123A,2010-10-31,157
85123A,2010-11-01,97
85123A,2010-11-02,191
85123A,2010-11-03,494
85123A,2010-11-04,252
85123A,2010-11-05,228
85123A,2010-11-07,105
85123A,2010-11-08,112
85123A,2010-11-09,91
85123A,2010-11-10,924
85123A,2010-11-11,142
85123A,2010-11-12,195
85123A,2010-11-14,146
85123A,2010-11-15,86
85123A,2010-11-16,143
85123A,2010-11-17,237
85123A,2010-11-18,201
85123A,2010-11-19,85
85123A,2010-11-21,111
85123A,2010-11-22,245
85123A,2010-11-23,516
85123A,2010-11-24,225
85123A,2010-11-25,896
85123A,2010-11-26,106
85123A,2010-11-28,127
85123A,2010-11-29,341
85123A,2010-11-30,246
85123A,2010-12-01,454
85123A,2010-12-02,309
85123A,2010-12-03,25
85123A,2010-12-05,198
85123A,2010-12-06,161
85123A,2010-12-07,331
85123A,2010-12-08,151
85123A,2010-12-09,195
90208,2009-12-01,1
90208,2009-12-02,1
90208,2009-12-04,1
90208,2009-12-07,1
90208,2009-12-22,1
90208,2010-01-11,2
90208,2010-01-14,1
90208,2010-01-25,1
90208,2010-01-27,1
90208,2010-01-28,6
90208,2010-02-08,1
90208,2010-03-09,6
90208,2010-03-23,3
90208,2010-03-30,1
90208,2010-04-07,14
90208,2010-04-15,12
90208,2010-04-29,1
90208,2010-06-04,1
90208,2010-07-29,1
90208,2010-08-29,36
90208,2010-09-09,6
90208,2010-09-13,1
90208,2010-11-05,1
90208,2010-11-08,3
90208,2010-11-12,1
90208,2010-11-17,1
90208,2010-11-29,1
90208,2010-12-06,1
90208,2010-12-07,1
